user,date,text,location,coordinates
wierddeer,Mon Nov 15 07:56:56 +0000 2021,RT @leslibless: A 22 year pilot with United Airlines is suing the company for placing him on unpaid leave after they refused to approve his…,USA,
laxradar,Mon Nov 15 07:56:40 +0000 2021,"United Airlines flight #UAL1654 spotted at 3,025 feet! https://t.co/pn1M1iDL1Y","Los Angeles, CA",
Jacbo45,Mon Nov 15 07:56:27 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,,
Kendra_Nolan1,Mon Nov 15 07:55:29 +0000 2021,"United Airlines can suck it! That is all! Goodnight.. errr... morning. Whatever! Work in 6 hours, either way!","Collingswood, NJ",
mwmjenard,Mon Nov 15 07:54:44 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,Otw to be infected,
ssassyass,Mon Nov 15 07:54:38 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,,
ToddBohannon,Mon Nov 15 07:52:59 +0000 2021,"“Engracia Figueroa, a #disability rights advocate at @HiHemployers, died on Oct. 31 at the age of 51, months after… https://t.co/HzWgx6Hz1j",Occupied Duwamish Territory,
statisticsphd,Mon Nov 15 07:52:35 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,,
JamesGibson1138,Mon Nov 15 07:52:25 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,UK,
DanaScu64550786,Mon Nov 15 07:50:44 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,California Florida ,
BakerSonPeekay,Mon Nov 15 07:45:58 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,,
beckybower651,Mon Nov 15 07:44:33 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,,
DeluxDegenerate,Mon Nov 15 07:43:33 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,The Trenches,
Freedom71092484,Mon Nov 15 07:43:15 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,,
FWolfheze,Mon Nov 15 07:42:01 +0000 2021,"#UAL182 from #Denver to #Frankfurt N27958 BOEING 787-9 Dreamliner of 🇺🇸 United Airlines is 6.1 km from radar, altit… https://t.co/LrJzXMXMpk",Wolfheze,
laxradar,Mon Nov 15 07:41:09 +0000 2021,"United Airlines flight #UAL2849 spotted at 14,550 feet! https://t.co/6kVjUYufFP","Los Angeles, CA",
Freedom28323857,Mon Nov 15 07:40:10 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸, Ireland 🇮🇪 ,
ariiiwoaw,Mon Nov 15 07:38:57 +0000 2021,"RT @OccupyDemocrats: BREAKING: A federal judge rules that United Airlines' 
employee vaccine mandate may proceed after six employees filed…",,
ArturK_IE,Mon Nov 15 07:37:48 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,Ireland,
QuillWalter,Mon Nov 15 07:36:46 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,"Fernandina Beach, FL",
PhilLauraAura,Mon Nov 15 07:35:13 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,,
ChuckWa87467774,Mon Nov 15 07:34:11 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,,
casanova2666,Mon Nov 15 07:32:40 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,,
kwillnot,Mon Nov 15 07:28:45 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,,
Daniela77934017,Mon Nov 15 07:28:15 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,,
laxradar,Mon Nov 15 07:28:08 +0000 2021,United Airlines flight #UAL1850 spotted at 800 feet! https://t.co/SUg5HvOG4x,"Los Angeles, CA",
efhale,Mon Nov 15 07:28:03 +0000 2021,RT @leslibless: A 22 year pilot with United Airlines is suing the company for placing him on unpaid leave after they refused to approve his…,earth,
dougmcknight2,Mon Nov 15 07:28:02 +0000 2021,RT @leslibless: A 22 year pilot with United Airlines is suing the company for placing him on unpaid leave after they refused to approve his…,,
laxradar,Mon Nov 15 07:27:17 +0000 2021,"United Airlines flight #UAL1209 spotted at 15,800 feet! https://t.co/pWtOqf96cG","Los Angeles, CA",
boulogne123,Mon Nov 15 07:23:49 +0000 2021,RT @leslibless: A 22 year pilot with United Airlines is suing the company for placing him on unpaid leave after they refused to approve his…,,
hinzpeter1yaho1,Mon Nov 15 07:23:33 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,,
laxradar,Mon Nov 15 07:21:50 +0000 2021,"United Airlines flight #UAL1605 spotted at 11,350 feet! https://t.co/t5tzeTc4OA","Los Angeles, CA",
VippusaO,Mon Nov 15 07:21:24 +0000 2021,"UNITED AIRLINES COVID MANDATES
04 https://t.co/9a1sOzK4rj",USA,
laxradar,Mon Nov 15 07:21:17 +0000 2021,"United Airlines flight #UAL362 spotted at 35,000 feet! https://t.co/IfkUNALZ15","Los Angeles, CA",
laxradar,Mon Nov 15 07:20:46 +0000 2021,"United Airlines flight #UAL499 spotted at 2,125 feet! https://t.co/M8NYGM8VUQ","Los Angeles, CA",
SlappyWhite2021,Mon Nov 15 07:20:46 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,Southwest Florida,
Richard58926314,Mon Nov 15 07:20:21 +0000 2021,RT @leslibless: A 22 year pilot with United Airlines is suing the company for placing him on unpaid leave after they refused to approve his…,,
bov1,Mon Nov 15 07:19:42 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,"Massachusetts, USA",
laxradar,Mon Nov 15 07:19:28 +0000 2021,"United Airlines flight #UAL493 spotted at 35,250 feet! https://t.co/GiBYgmgloo","Los Angeles, CA",
1tsakeeper,Mon Nov 15 07:19:05 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,U.S.A.,
MARURIKOUMI,Mon Nov 15 07:18:54 +0000 2021,"RT @JimLeBrecht: Engracia Figueroa, a Black disabled woman, died on October 31, 2021 as a result of injuries sustained after United Airline…",previously @Jessica84208917 ,
Q_Angel818,Mon Nov 15 07:18:47 +0000 2021,RT @leslibless: A 22 year pilot with United Airlines is suing the company for placing him on unpaid leave after they refused to approve his…,"Carson City, NV",
RuthAnnSteinme1,Mon Nov 15 07:17:54 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,,
fintechris,Mon Nov 15 07:17:10 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,"Scotland, United Kingdom",
OllamFodhla,Mon Nov 15 07:16:19 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,California,
trapboi_era,Mon Nov 15 07:16:02 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,"Knoxville, TN",
donie5780,Mon Nov 15 07:15:28 +0000 2021,RT @leslibless: A 22 year pilot with United Airlines is suing the company for placing him on unpaid leave after they refused to approve his…,"Kissimmee, Florida",
laxradar,Mon Nov 15 07:15:18 +0000 2021,United Airlines flight #UAL2402 spotted at 450 feet! https://t.co/oF5HHjyCGh,"Los Angeles, CA",
thatz2bad4u,Mon Nov 15 07:15:10 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,"Illinois, USA",
therealkevrich,Mon Nov 15 07:14:55 +0000 2021,RT @jacobcabe: BREAKING: United Airlines pilot in Arizona will sue United over its COVID-19 vaccine mandate 🇺🇸,"Buffalo, NY",
